,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,pred
10,1,0.0,0.0006662225183211193,0.0035523978685612786,0.06896551724137931,0.02299278777449919,0.0,0.0,0.2040816326530612,0.005802707930367505,0.0,0.0,0.0,0.058823529411764705,0,18,88,9,1,0,17,1,1,30,17,74,20,8,136,119,1,27,0,0,134,0,0,12,0,0,[0.42958492040634155]
11,0,0.21621621621621623,0.0,0.02131438721136767,0.12643678160919541,2.1682011617616042e-05,0.0033238366571699905,0.029900332225913623,0.6122448979591836,0.037717601547388784,0.3333333333333333,0.0625,0.0,0.06862745098039216,5,80,140,126,1,6,5,2,1,41,114,49,155,2,49,44,8,124,26,1,145,0,0,51,17,9,[0.4674381613731384]
12,0,0.0,0.05996002664890073,0.0216696269982238,0.0,0.0065361409567286175,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,25,18,25,122,5,4,97,8,1,131,146,11,160,2,8,62,1,9,0,0,147,0,0,116,0,0,[0.42186328768730164]
13,1,0.0,0.00033311125916055963,0.00035523978685612787,0.0,0.03762420343245954,0.0052231718898385565,0.036544850498338874,0.0,0.086073500967118,0.0,0.0625,0.0,0.0,11,74,3,148,6,3,88,0,1,100,51,13,77,1,56,108,8,96,41,2,131,2,0,40,4,79,[0.43182802200317383]
14,0,0.10810810810810811,0.0006662225183211193,0.0007104795737122557,0.1954022988505747,1.3797643756664753e-05,0.001899335232668566,0.013289036544850499,0.36734693877551017,0.017408123791102514,0.3333333333333333,0.03125,0.42857142857142855,0.029411764705882353,0,6,82,128,5,5,146,1,1,30,55,115,116,1,122,40,3,18,0,0,150,0,1,87,0,0,[0.42759189009666443]
15,0,0.0,0.012991339107261825,0.00497335701598579,0.5287356321839081,0.012666236968618244,0.42165242165242167,0.03986710963455149,0.18367346938775508,0.8336557059961315,0.0,0.03125,0.0,0.45098039215686275,0,57,14,38,3,4,111,1,1,68,39,23,76,7,20,102,8,55,5,1,6,0,8,90,14,19,[0.5157954692840576]
16,0,0.0,0.009993337774816789,0.0014209591474245115,0.04597701149425287,0.02413602111433713,0.0,0.0,0.3877551020408163,0.07059961315280465,0.0,0.0,0.0,0.0392156862745098,0,21,146,117,6,4,98,7,1,136,126,152,26,7,151,87,0,115,0,0,1,0,0,32,0,0,[0.4328792095184326]
17,0,0.0,0.0006662225183211193,0.00497335701598579,0.034482758620689655,0.005929044631435368,0.007122507122507123,0.019933554817275746,0.1020408163265306,0.1411992263056093,0.0,0.09375,0.0,0.029411764705882353,11,61,128,150,1,4,180,1,1,94,148,66,94,1,81,156,8,8,5,1,68,0,8,115,11,82,[0.44718292355537415]
18,0,0.0,0.00033311125916055963,0.0010657193605683837,0.022988505747126436,0.0,0.0,0.0,0.061224489795918366,0.012572533849129593,0.0,0.0,0.0,0.0196078431372549,0,18,147,75,1,4,154,1,0,30,70,47,68,1,126,9,2,118,0,0,84,0,7,100,0,0,[0.41983115673065186]
19,1,0.08108108108108109,0.007661558960692871,0.002486678507992895,0.10344827586206896,0.000530223738648974,0.0052231718898385565,0.03986710963455149,0.3061224489795918,0.5541586073500967,0.3333333333333333,0.21875,0.0,0.08823529411764705,0,33,23,78,1,1,89,11,1,26,59,80,34,4,29,90,8,97,5,1,7,0,0,32,17,51,[0.4675215780735016]
20,0,0.0,0.0006662225183211193,0.0017761989342806393,0.0,0.023136677487961554,0.23266856600189934,0.03322259136212625,0.26530612244897955,0.13539651837524178,0.0,0.03125,0.0,0.00980392156862745,8,58,110,151,6,4,156,1,1,30,81,130,0,7,13,88,8,60,0,0,108,3,0,91,0,0,[0.43197131156921387]
21,0,0.02702702702702703,0.0016655562958027982,0.02664298401420959,0.24137931034482757,0.0004848886234485042,0.03276353276353276,0.0033222591362126247,0.673469387755102,0.031914893617021274,0.3333333333333333,0.03125,0.0,0.30392156862745096,7,31,129,57,1,4,105,2,1,30,5,111,1,7,167,123,8,125,5,1,19,0,1,31,8,27,[0.5107576251029968]
22,0,0.0,0.006329113924050634,0.0031971580817051507,0.0,0.0,0.0,0.0,0.14285714285714285,0.015473887814313346,0.0,0.0,0.0,0.06862745098039216,11,18,26,32,1,5,108,12,0,30,164,138,72,2,92,151,2,19,0,0,2,3,3,102,0,0,[0.4269622564315796]
23,0,0.0,0.011992005329780148,0.004618117229129662,0.05747126436781609,0.009735223216309602,0.06647673314339982,0.0033222591362126247,0.44897959183673464,0.05899419729206963,0.0,0.03125,0.0,0.10784313725490197,0,30,61,136,9,4,37,1,1,36,18,102,140,1,65,144,7,91,43,2,106,0,0,10,16,49,[0.4695274829864502]
24,0,0.0,0.0006662225183211193,0.004618117229129662,0.034482758620689655,0.011128785235732743,0.023266856600189935,0.009966777408637873,0.061224489795918366,0.05705996131528047,0.0,0.03125,0.0,0.029411764705882353,16,33,43,145,1,5,75,0,1,99,134,95,8,1,131,104,3,97,5,1,15,3,0,32,17,15,[0.4377495050430298]
25,0,0.0,0.2598267821452365,0.00035523978685612787,0.011494252873563218,0.0013324581685007675,0.0,0.0,0.08163265306122448,0.0038684719535783366,0.0,0.0,0.0,0.00980392156862745,11,84,104,71,1,4,74,1,1,30,20,76,149,1,121,167,7,7,18,3,114,3,2,35,11,24,[0.40727004408836365]
26,0,0.0,0.0016655562958027982,0.00035523978685612787,0.011494252873563218,0.0005321948306142119,0.08072174738841406,0.0033222591362126247,0.3877551020408163,0.1895551257253385,0.0,0.03125,0.0,0.00980392156862745,7,29,146,117,1,5,150,1,1,33,153,152,122,5,83,87,8,90,0,0,1,0,3,32,0,0,[0.4378252923488617]
27,0,0.0,0.002998001332445037,0.002841918294849023,0.13793103448275862,0.07754867118835163,0.8641975308641976,0.0,0.3877551020408163,0.30754352030947774,0.0,0.0,0.0,0.11764705882352941,0,76,146,117,1,4,12,1,1,66,91,152,71,8,50,87,8,26,0,0,1,0,2,32,0,0,[0.38687387108802795]
28,0,0.0,0.0,0.022380106571936054,0.45977011494252873,0.002897505188899598,0.028964862298195632,0.013289036544850499,0.7551020408163265,0.04448742746615087,0.0,0.03125,0.0,0.39215686274509803,11,11,106,97,1,0,30,7,1,35,21,41,60,7,133,8,8,105,5,3,77,0,0,13,1,34,[0.524470329284668]
29,1,0.0,0.02498334443704197,0.0010657193605683837,0.04597701149425287,0.035461915546593656,0.015194681861348529,0.036544850498338874,0.18367346938775508,0.09477756286266925,0.0,0.3125,0.0,0.0392156862745098,9,49,108,20,1,3,44,1,1,30,71,46,165,12,86,140,8,92,34,3,142,0,0,4,2,32,[0.43026232719421387]
30,1,0.10810810810810811,0.0,0.0021314387211367673,0.06896551724137931,0.0017187921936873806,0.014719848053181387,0.12292358803986711,0.8571428571428571,0.3230174081237911,0.3333333333333333,0.5,0.0,0.058823529411764705,16,75,112,83,6,2,84,1,1,30,160,117,31,1,11,117,8,44,0,0,144,0,2,111,0,0,[0.4639243185520172]
31,0,0.0,0.00033311125916055963,0.0007104795737122557,0.13793103448275862,0.0039678081260237355,0.0778727445394112,0.019933554817275746,0.7142857142857142,0.5058027079303675,0.0,0.09375,0.0,0.1764705882352941,0,18,39,52,3,4,140,2,1,93,31,122,16,7,129,97,8,49,0,0,25,0,6,53,0,0,[0.5065348148345947]
32,0,0.0,0.001998667554963358,0.015630550621669625,0.04597701149425287,0.02393496973388287,0.0,0.0,0.08163265306122448,0.0038684719535783366,0.0,0.0,0.0,0.0392156862745098,0,19,12,99,1,2,164,1,0,30,61,108,36,1,155,78,5,39,5,1,139,3,1,1,1,26,[0.4209083318710327]
33,0,0.0,0.0006662225183211193,0.00035523978685612787,0.20689655172413793,0.021270053396881337,0.0,0.0,0.02040816326530612,0.27176015473887816,0.0,0.0,0.0,0.1764705882352941,0,28,138,51,6,4,31,7,1,14,4,83,33,6,139,23,1,71,0,0,70,3,1,18,0,0,[0.46771225333213806]
34,0,0.0,0.06129247168554297,0.0010657193605683837,0.034482758620689655,0.011388969375144135,0.0,0.0,0.061224489795918366,0.008704061895551257,0.0,0.0,0.0,0.029411764705882353,6,72,6,88,1,3,155,7,1,30,168,92,3,1,100,66,5,65,5,1,26,0,7,27,9,2,[0.44146618247032166]
35,0,0.0,0.00033311125916055963,0.0014209591474245115,0.0,0.022734574727053036,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0,0.0,0.0,6,44,53,11,1,5,79,2,1,30,79,65,85,0,101,30,1,116,5,2,62,3,0,108,10,43,[0.42886775732040405]
36,0,0.0,0.000999333777481679,0.0007104795737122557,0.011494252873563218,0.010906051843660869,0.0004748338081671415,0.1362126245847176,0.02040816326530612,0.031914893617021274,0.0,0.15625,0.0,0.00980392156862745,0,77,27,127,1,3,101,7,1,0,38,90,134,4,90,71,8,5,31,2,4,2,0,35,16,24,[0.43741461634635925]
37,0,0.0,0.00033311125916055963,0.0017761989342806393,0.011494252873563218,0.0034513820311314262,0.017568850902184237,0.0033222591362126247,0.16326530612244897,0.010638297872340425,0.0,0.03125,0.0,0.00980392156862745,16,5,167,86,1,5,90,18,1,63,83,136,154,2,148,5,8,40,5,3,149,0,2,35,15,24,[0.430151104927063]
38,0,0.0,0.00033311125916055963,0.012433392539964476,0.04597701149425287,0.00037450747339518617,0.04036087369420703,0.14285714285714285,0.36734693877551017,0.17117988394584138,0.0,0.09375,0.14285714285714285,0.0784313725490196,0,11,29,104,8,4,60,1,1,124,89,25,21,1,7,80,4,24,5,2,100,0,0,95,1,37,[0.45260244607925415]
39,1,0.0,0.0006662225183211193,0.00035523978685612787,0.011494252873563218,0.0031675447881371797,0.005698005698005698,0.0033222591362126247,0.24489795918367346,0.014506769825918761,0.0,0.03125,0.0,0.11764705882352941,21,64,44,65,1,6,4,2,1,9,130,96,57,1,106,1,1,25,0,0,138,0,0,68,0,0,[0.4523431658744812]
